CLASS,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0
STORAGE,0.0369507619757,0.0348445414723,0.0339124173665,0.0330326067737,0.0322830425109,0.031735290049,0.031390444276,0.0328071644451,0.0328071644451,0.0434049855754,0.0479958975113,0.0513347425555,0.0530041650776,0.0534215207082,0.0530041650776,0.0521694538166,0.050917386925,0.0499306087723,0.0487917637281,0.0425929186838,0.0405034329778,0.0360507619757,0.039072731914,0.0380416191217
FILLING,0.025,0.025,0.025,0.025,0.025,0.025,0.0666666666667,0.0666666666667,0.0666666666667,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.0666666666667,0.0666666666667,0.0666666666667,0.025,0.025,0.025,0.025
SPILLING,0.025,0.025,0.025,0.025,0.025,0.025,0.0666666666667,0.0666666666667,0.0666666666667,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.0666666666667,0.0666666666667,0.0666666666667,0.025,0.025,0.025,0.025
DISTRIBUTION,0.025,0.025,0.025,0.025,0.025,0.025,0.0666666666667,0.0666666666667,0.0666666666667,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.0666666666667,0.0666666666667,0.0666666666667,0.025,0.025,0.025,0.025
